PassengerId,Survived,Pclass,Sex,SibSp,Parch,Cabin,Age_mean,Fare_mean,Title,Embarked_Q,Embarked_S,Ticket_Freq
922,0,2,1,1,0,7,50.0,26.0,2,0.0,1.0,1
923,0,2,1,2,0,7,24.0,31.5,2,0.0,1.0,3
924,1,3,0,1,2,7,33.0,20.575,3,0.0,1.0,2
925,1,3,0,1,2,7,30.272590361445783,23.45,3,0.0,1.0,2
926,0,1,1,1,0,2,30.0,57.75,2,0.0,0.0,2
927,0,3,1,0,0,7,18.5,7.2292,2,0.0,0.0,1
928,1,3,0,0,0,7,30.272590361445783,8.05,1,0.0,1.0,1
929,1,3,0,0,0,7,21.0,8.6625,1,0.0,1.0,1
930,0,3,1,0,0,7,25.0,9.5,2,0.0,1.0,1
931,0,3,1,0,0,7,30.272590361445783,56.4958,2,0.0,1.0,1
932,0,3,1,0,1,7,39.0,13.4167,2,0.0,0.0,1
933,0,1,1,0,0,3,30.272590361445783,26.55,2,0.0,1.0,1
934,0,3,1,0,0,7,41.0,7.85,2,0.0,1.0,1
935,1,2,0,0,0,7,30.0,13.0,3,0.0,1.0,1
936,1,1,0,1,0,3,45.0,52.5542,3,0.0,1.0,1
937,0,3,1,0,0,7,25.0,7.925,2,0.0,1.0,1
938,0,1,1,0,0,0,45.0,29.7,2,0.0,0.0,1
939,0,3,1,0,0,7,30.272590361445783,7.75,2,1.0,0.0,1
940,1,1,0,0,0,3,60.0,76.2917,3,0.0,0.0,1
941,1,3,0,0,2,7,36.0,15.9,3,0.0,1.0,1
942,0,1,1,1,0,2,24.0,60.0,2,0.0,1.0,2
943,0,2,1,0,0,7,27.0,15.0333,2,0.0,0.0,1
944,1,2,0,2,1,7,20.0,23.0,1,0.0,1.0,1
945,1,1,0,3,2,2,28.0,263.0,1,0.0,1.0,2
946,0,2,1,0,0,7,30.272590361445783,15.5792,2,0.0,0.0,1
947,0,3,1,4,1,7,10.0,29.125,0,1.0,0.0,1
948,0,3,1,0,0,7,35.0,7.8958,2,0.0,1.0,1
949,0,3,1,0,0,5,25.0,7.65,2,0.0,1.0,1
950,0,3,1,1,0,7,30.272590361445783,16.1,2,0.0,1.0,1
951,1,1,0,0,0,1,36.0,262.375,1,0.0,0.0,5
952,0,3,1,0,0,7,17.0,7.8958,2,0.0,1.0,1
953,0,2,1,0,0,7,32.0,13.5,2,0.0,1.0,1
954,0,3,1,0,0,7,18.0,7.75,2,0.0,1.0,1
955,1,3,0,0,0,7,22.0,7.725,1,1.0,0.0,1
956,0,1,1,2,2,1,13.0,262.375,0,0.0,0.0,5
957,1,2,0,0,0,7,30.272590361445783,21.0,3,0.0,1.0,2
958,1,3,0,0,0,7,18.0,7.8792,1,1.0,0.0,1
959,0,1,1,0,0,7,47.0,42.4,2,0.0,1.0,1
960,0,1,1,0,0,2,31.0,28.5375,2,0.0,0.0,1
961,1,1,0,1,4,2,60.0,263.0,3,0.0,1.0,2
962,1,3,0,0,0,7,24.0,7.75,1,1.0,0.0,1
963,0,3,1,0,0,7,21.0,7.8958,2,0.0,1.0,1
964,1,3,0,0,0,7,29.0,7.925,1,0.0,1.0,1
965,0,1,1,0,0,3,28.5,27.7208,2,0.0,0.0,1
966,1,1,0,0,0,2,35.0,211.5,1,0.0,0.0,4
967,0,1,1,0,0,2,32.5,211.5,2,0.0,0.0,4
968,0,3,1,0,0,7,30.272590361445783,8.05,2,0.0,1.0,1
969,1,1,0,2,0,2,55.0,25.7,3,0.0,1.0,1
970,0,2,1,0,0,7,30.0,13.0,2,0.0,1.0,1
971,1,3,0,0,0,7,24.0,7.75,1,1.0,0.0,1
972,0,3,1,1,1,7,6.0,15.2458,0,0.0,0.0,1
973,0,1,1,1,0,2,67.0,221.7792,2,0.0,1.0,3
974,0,1,1,0,0,7,49.0,26.0,2,0.0,1.0,1
975,0,3,1,0,0,7,30.272590361445783,7.8958,2,0.0,1.0,1
976,0,2,1,0,0,7,30.272590361445783,10.7083,2,1.0,0.0,1
977,0,3,1,1,0,7,30.272590361445783,14.4542,2,0.0,0.0,2
978,1,3,0,0,0,7,27.0,7.8792,1,1.0,0.0,1
979,1,3,0,0,0,7,18.0,8.05,1,0.0,1.0,1
980,1,3,0,0,0,7,30.272590361445783,7.75,1,1.0,0.0,1
981,0,2,1,1,1,7,2.0,23.0,0,0.0,1.0,2
982,1,3,0,1,0,7,22.0,13.9,3,0.0,1.0,2
983,0,3,1,0,0,7,30.272590361445783,7.775,2,0.0,1.0,1
984,1,1,0,1,2,1,27.0,52.0,3,0.0,1.0,1
985,0,3,1,0,0,7,30.272590361445783,8.05,2,0.0,1.0,1
986,0,1,1,0,0,7,25.0,26.0,2,0.0,0.0,1
987,0,3,1,0,0,7,25.0,7.7958,2,0.0,1.0,1
988,1,1,0,1,0,2,76.0,78.85,3,0.0,1.0,1
989,0,3,1,0,0,7,29.0,7.925,2,0.0,1.0,1
990,1,3,0,0,0,7,20.0,7.8542,1,0.0,1.0,1
991,0,3,1,0,0,7,33.0,8.05,2,0.0,1.0,1
992,1,1,0,1,0,2,43.0,55.4417,3,0.0,0.0,2
993,0,2,1,1,0,7,27.0,26.0,2,0.0,1.0,1
994,0,3,1,0,0,7,30.272590361445783,7.75,2,1.0,0.0,1
995,0,3,1,0,0,7,26.0,7.775,2,0.0,1.0,1
996,1,3,0,1,1,7,16.0,8.5167,3,0.0,0.0,1
997,0,3,1,0,0,7,28.0,22.525,2,0.0,1.0,2
998,0,3,1,0,0,7,21.0,7.8208,2,1.0,0.0,1
999,0,3,1,0,0,7,30.272590361445783,7.75,2,1.0,0.0,1
1000,0,3,1,0,0,7,30.272590361445783,8.7125,2,0.0,1.0,1
1001,0,2,1,0,0,5,18.5,13.0,2,0.0,1.0,1
1002,0,2,1,0,0,7,41.0,15.0458,2,0.0,0.0,1
1003,1,3,0,0,0,7,30.272590361445783,7.7792,1,1.0,0.0,1
1004,1,1,0,0,0,0,36.0,31.6792,1,0.0,0.0,1
1005,1,3,0,0,0,7,18.5,7.2833,1,1.0,0.0,1
1006,1,1,0,1,0,2,63.0,221.7792,3,0.0,1.0,3
1007,0,3,1,1,0,7,18.0,14.4542,2,0.0,0.0,1
1008,0,3,1,0,0,7,30.272590361445783,6.4375,2,0.0,0.0,1
1009,1,3,0,1,1,6,1.0,16.7,1,0.0,1.0,1
1010,0,1,1,0,0,2,36.0,75.2417,2,0.0,0.0,2
1011,1,2,0,1,0,7,29.0,26.0,3,0.0,1.0,1
1012,1,2,0,0,0,7,12.0,15.75,1,0.0,1.0,1
1013,0,3,1,1,0,7,30.272590361445783,7.75,2,1.0,0.0,1
1014,1,1,0,1,0,2,35.0,57.75,3,0.0,0.0,2
1015,0,3,1,0,0,7,28.0,7.25,2,0.0,1.0,1
1016,0,3,1,0,0,7,30.272590361445783,7.75,2,1.0,0.0,1
1017,1,3,0,0,1,7,17.0,16.1,1,0.0,1.0,1
1018,0,3,1,0,0,7,22.0,7.7958,2,0.0,1.0,1
1019,1,3,0,2,0,7,30.272590361445783,23.25,1,1.0,0.0,1
1020,0,2,1,0,0,7,42.0,13.0,2,0.0,1.0,1
1021,0,3,1,0,0,7,24.0,8.05,2,0.0,1.0,1
1022,0,3,1,0,0,7,32.0,8.05,2,0.0,1.0,1
1023,0,1,1,0,0,2,53.0,28.5,4,0.0,0.0,1
1024,1,3,0,0,4,7,30.272590361445783,25.4667,3,0.0,1.0,1
1025,0,3,1,1,0,7,30.272590361445783,6.4375,2,0.0,0.0,1
1026,0,3,1,0,0,7,43.0,7.8958,2,0.0,1.0,1
1027,0,3,1,0,0,7,24.0,7.8542,2,0.0,1.0,1
1028,0,3,1,0,0,7,26.5,7.225,2,0.0,0.0,1
1029,0,2,1,0,0,7,26.0,13.0,2,0.0,1.0,1
1030,1,3,0,0,0,7,23.0,8.05,1,0.0,1.0,1
1031,0,3,1,1,6,7,40.0,46.9,2,0.0,1.0,2
1032,1,3,0,5,2,7,10.0,46.9,1,0.0,1.0,2
1033,1,1,0,0,0,7,33.0,151.55,1,0.0,1.0,2
1034,0,1,1,1,3,1,61.0,262.375,2,0.0,0.0,5
1035,0,2,1,0,0,7,28.0,26.0,2,0.0,1.0,1
1036,0,1,1,0,0,7,42.0,26.55,2,0.0,1.0,1
1037,0,3,1,3,0,7,31.0,18.0,2,0.0,1.0,1
1038,0,1,1,0,0,4,30.272590361445783,51.8625,2,0.0,1.0,1
1039,0,3,1,0,0,7,22.0,8.05,2,0.0,1.0,1
1040,0,1,1,0,0,7,30.272590361445783,26.55,2,0.0,1.0,1
1041,0,2,1,1,1,7,30.0,26.0,4,0.0,1.0,1
1042,1,1,0,0,1,2,23.0,83.1583,3,0.0,0.0,1
1043,0,3,1,0,0,7,30.272590361445783,7.8958,2,0.0,0.0,1
1044,0,3,1,0,0,7,60.5,35.627188489208635,2,0.0,1.0,1
1045,1,3,0,0,2,7,36.0,12.1833,3,0.0,1.0,2
1046,0,3,1,4,2,7,13.0,31.3875,0,0.0,1.0,3
1047,0,3,1,0,0,7,24.0,7.55,2,0.0,1.0,1
1048,1,1,0,0,0,2,29.0,221.7792,1,0.0,1.0,3
1049,1,3,0,0,0,7,23.0,7.8542,1,0.0,1.0,1
1050,0,1,1,0,0,3,42.0,26.55,2,0.0,1.0,1
1051,1,3,0,0,2,7,26.0,13.775,3,0.0,1.0,3
1052,1,3,0,0,0,7,30.272590361445783,7.7333,1,1.0,0.0,1
1053,0,3,1,1,1,7,7.0,15.2458,0,0.0,0.0,2
1054,1,2,0,0,0,7,26.0,13.5,1,0.0,1.0,1
1055,0,3,1,0,0,7,30.272590361445783,7.0,2,0.0,1.0,1
1056,0,2,1,0,0,7,41.0,13.0,4,0.0,1.0,1
1057,1,3,0,1,1,7,26.0,22.025,3,0.0,1.0,2
1058,0,1,1,0,0,1,48.0,50.4958,2,0.0,0.0,1
1059,0,3,1,2,2,7,18.0,34.375,2,0.0,1.0,1
1060,1,1,0,0,0,7,30.272590361445783,27.7208,3,0.0,0.0,1
1061,1,3,0,0,0,7,22.0,8.9625,1,0.0,1.0,1
1062,0,3,1,0,0,7,30.272590361445783,7.55,2,0.0,1.0,1
1063,0,3,1,0,0,7,27.0,7.225,2,0.0,0.0,1
1064,0,3,1,1,0,7,23.0,13.9,2,0.0,1.0,2
1065,0,3,1,0,0,7,30.272590361445783,7.2292,2,0.0,0.0,1
1066,0,3,1,1,5,7,40.0,31.3875,2,0.0,1.0,3
1067,1,2,0,0,2,7,15.0,39.0,1,0.0,1.0,1
1068,1,2,0,0,0,7,20.0,36.75,1,0.0,1.0,2
1069,0,1,1,1,0,2,54.0,55.4417,2,0.0,0.0,2
1070,1,2,0,0,3,5,36.0,39.0,3,0.0,1.0,2
1071,1,1,0,0,2,4,64.0,83.1583,3,0.0,0.0,2
1072,0,2,1,0,0,7,30.0,13.0,2,0.0,1.0,1
1073,0,1,1,1,1,4,37.0,83.1583,2,0.0,0.0,2
1074,1,1,0,1,0,3,18.0,53.1,3,0.0,1.0,1
1075,0,3,1,0,0,7,30.272590361445783,7.75,2,1.0,0.0,1
1076,1,1,0,1,1,1,27.0,247.5208,3,0.0,0.0,1
1077,0,2,1,0,0,7,40.0,16.0,2,0.0,1.0,1
1078,1,2,0,0,1,7,21.0,21.0,1,0.0,1.0,2
1079,0,3,1,2,0,7,17.0,8.05,2,0.0,1.0,1
1080,1,3,0,8,2,7,30.272590361445783,69.55,1,0.0,1.0,4
1081,0,2,1,0,0,7,40.0,13.0,2,0.0,1.0,1
1082,0,2,1,1,0,7,34.0,26.0,2,0.0,1.0,1
1083,0,1,1,0,0,7,30.272590361445783,26.0,2,0.0,1.0,1
1084,0,3,1,1,1,7,11.5,14.5,0,0.0,1.0,2
1085,0,2,1,0,0,7,61.0,12.35,2,1.0,0.0,1
1086,0,2,1,0,2,7,8.0,32.5,0,0.0,1.0,2
1087,0,3,1,0,0,7,33.0,7.8542,2,0.0,1.0,1
1088,0,1,1,0,2,4,6.0,134.5,0,0.0,0.0,3
1089,1,3,0,0,0,7,18.0,7.775,1,0.0,1.0,1
1090,0,2,1,0,0,7,23.0,10.5,2,0.0,1.0,1
1091,1,3,0,0,0,7,30.272590361445783,8.1125,3,0.0,1.0,1
1092,1,3,0,0,0,7,30.272590361445783,15.5,1,1.0,0.0,1
1093,0,3,1,0,2,7,0.33,14.4,0,0.0,1.0,1
1094,0,1,1,1,0,2,47.0,227.525,4,0.0,0.0,1
1095,1,2,0,1,1,7,8.0,26.0,1,0.0,1.0,1
1096,0,2,1,0,0,7,25.0,10.5,2,0.0,1.0,1
1097,0,1,1,0,0,7,30.272590361445783,25.7417,2,0.0,0.0,1
1098,1,3,0,0,0,7,35.0,7.75,1,1.0,0.0,1
1099,0,2,1,0,0,7,24.0,10.5,2,0.0,1.0,1
1100,1,1,0,0,0,0,33.0,27.7208,1,0.0,0.0,1
1101,0,3,1,0,0,7,25.0,7.8958,2,0.0,1.0,1
1102,0,3,1,0,0,7,32.0,22.525,2,0.0,1.0,2
1103,0,3,1,0,0,7,30.272590361445783,7.05,2,0.0,1.0,1
1104,0,2,1,0,0,7,17.0,73.5,2,0.0,1.0,2
1105,1,2,0,1,0,7,60.0,26.0,3,0.0,1.0,2
1106,1,3,0,4,2,7,38.0,7.775,1,0.0,1.0,1
1107,0,1,1,0,0,1,42.0,42.5,2,0.0,1.0,1
1108,1,3,0,0,0,7,30.272590361445783,7.8792,1,1.0,0.0,1
1109,0,1,1,1,1,7,57.0,164.8667,2,0.0,1.0,2
1110,1,1,0,1,1,2,50.0,211.5,3,0.0,0.0,4
1111,0,3,1,0,0,7,30.272590361445783,8.05,2,0.0,1.0,1
1112,1,2,0,1,0,7,30.0,13.8583,1,0.0,0.0,1
1113,0,3,1,0,0,7,21.0,8.05,2,0.0,1.0,1
1114,1,2,0,0,0,5,22.0,10.5,3,0.0,1.0,1
1115,0,3,1,0,0,7,21.0,7.7958,2,0.0,1.0,1
1116,1,1,0,0,0,7,53.0,27.4458,3,0.0,0.0,1
1117,1,3,0,0,2,7,30.272590361445783,15.2458,3,0.0,0.0,1
1118,0,3,1,0,0,7,23.0,7.7958,2,0.0,1.0,1
1119,1,3,0,0,0,7,30.272590361445783,7.75,1,1.0,0.0,1
1120,0,3,1,0,0,7,40.5,15.1,2,0.0,1.0,1
1121,0,2,1,0,0,7,36.0,13.0,2,0.0,1.0,1
1122,0,2,1,0,0,7,14.0,65.0,2,0.0,1.0,3
1123,1,1,0,0,0,7,21.0,26.55,1,0.0,1.0,1
1124,0,3,1,1,0,7,21.0,6.4958,2,0.0,1.0,1
1125,0,3,1,0,0,7,30.272590361445783,7.8792,2,1.0,0.0,1
1126,0,1,1,1,0,2,39.0,71.2833,2,0.0,0.0,1
1127,0,3,1,0,0,7,20.0,7.8542,2,0.0,1.0,1
1128,0,1,1,1,0,3,64.0,75.25,2,0.0,0.0,1
1129,0,3,1,0,0,7,20.0,7.225,2,0.0,0.0,1
1130,1,2,0,1,1,7,18.0,13.0,1,0.0,1.0,1
1131,1,1,0,1,0,2,48.0,106.425,3,0.0,0.0,1
1132,1,1,0,0,0,7,55.0,27.7208,3,0.0,0.0,1
1133,1,2,0,0,2,7,45.0,30.0,3,0.0,1.0,1
1134,0,1,1,1,1,4,45.0,134.5,2,0.0,0.0,3
1135,0,3,1,0,0,7,30.272590361445783,7.8875,2,0.0,1.0,1
1136,0,3,1,1,2,7,30.272590361445783,23.45,0,0.0,1.0,2
1137,0,1,1,1,0,3,41.0,51.8625,2,0.0,1.0,1
1138,1,2,0,0,0,7,22.0,21.0,3,0.0,1.0,2
1139,0,2,1,1,1,7,42.0,32.5,2,0.0,1.0,2
1140,1,2,0,1,0,7,29.0,26.0,3,0.0,1.0,1
1141,1,3,0,1,0,7,30.272590361445783,14.4542,3,0.0,0.0,2
1142,1,2,0,1,2,7,0.92,27.75,1,0.0,1.0,1
1143,0,3,1,0,0,7,20.0,7.925,2,0.0,1.0,1
1144,0,1,1,1,0,2,27.0,136.7792,2,0.0,0.0,2
1145,0,3,1,0,0,7,24.0,9.325,2,0.0,1.0,1
1146,0,3,1,0,0,7,32.5,9.5,2,0.0,1.0,1
1147,0,3,1,0,0,7,30.272590361445783,7.55,2,0.0,1.0,1
1148,0,3,1,0,0,7,30.272590361445783,7.75,2,1.0,0.0,1
1149,0,3,1,0,0,7,28.0,8.05,2,0.0,1.0,1
1150,1,2,0,0,0,7,19.0,13.0,1,0.0,1.0,1
1151,0,3,1,0,0,7,21.0,7.775,2,0.0,1.0,1
1152,0,3,1,1,0,7,36.5,17.4,2,0.0,1.0,1
1153,0,3,1,0,0,7,21.0,7.8542,2,0.0,1.0,1
1154,1,2,0,0,2,7,29.0,23.0,3,0.0,1.0,2
1155,1,3,0,1,1,7,1.0,12.1833,1,0.0,1.0,2
1156,0,2,1,0,0,7,30.0,12.7375,2,0.0,0.0,1
1157,0,3,1,0,0,7,30.272590361445783,7.8958,2,0.0,1.0,1
1158,0,1,1,0,0,7,30.272590361445783,0.0,2,0.0,1.0,1
1159,0,3,1,0,0,7,30.272590361445783,7.55,2,0.0,1.0,1
1160,1,3,0,0,0,7,30.272590361445783,8.05,1,0.0,1.0,1
1161,0,3,1,0,0,7,17.0,8.6625,2,0.0,1.0,1
1162,0,1,1,0,0,2,46.0,75.2417,2,0.0,0.0,2
1163,0,3,1,0,0,7,30.272590361445783,7.75,2,1.0,0.0,1
1164,1,1,0,1,0,2,26.0,136.7792,3,0.0,0.0,2
1165,1,3,0,1,0,7,30.272590361445783,15.5,1,1.0,0.0,1
1166,0,3,1,0,0,7,30.272590361445783,7.225,2,0.0,0.0,1
1167,1,2,0,1,0,7,20.0,26.0,1,0.0,1.0,1
1168,0,2,1,0,0,7,28.0,10.5,2,0.0,1.0,1
1169,0,2,1,1,0,7,40.0,26.0,2,0.0,1.0,1
1170,0,2,1,1,0,7,30.0,21.0,2,0.0,1.0,2
1171,0,2,1,0,0,7,22.0,10.5,2,0.0,1.0,1
1172,1,3,0,0,0,7,23.0,8.6625,1,0.0,1.0,1
1173,0,3,1,1,1,7,0.75,13.775,0,0.0,1.0,3
1174,1,3,0,0,0,7,30.272590361445783,7.75,1,1.0,0.0,1
1175,1,3,0,1,1,7,9.0,15.2458,1,0.0,0.0,2
1176,1,3,0,1,1,7,2.0,20.2125,1,0.0,1.0,1
1177,0,3,1,0,0,7,36.0,7.25,2,0.0,1.0,1
1178,0,3,1,0,0,7,30.272590361445783,7.25,2,0.0,1.0,1
1179,0,1,1,1,0,1,24.0,82.2667,2,0.0,1.0,2
1180,0,3,1,0,0,5,30.272590361445783,7.2292,2,0.0,0.0,1
1181,0,3,1,0,0,7,30.272590361445783,8.05,2,0.0,1.0,1
1182,0,1,1,0,0,7,30.272590361445783,39.6,2,0.0,1.0,1
1183,1,3,0,0,0,7,30.0,6.95,1,1.0,0.0,1
1184,0,3,1,0,0,7,30.272590361445783,7.2292,2,0.0,0.0,1
1185,0,1,1,1,1,0,53.0,81.8583,4,0.0,1.0,2
1186,0,3,1,0,0,7,36.0,9.5,2,0.0,1.0,1
1187,0,3,1,0,0,7,26.0,7.8958,2,0.0,1.0,1
1188,1,2,0,1,2,7,1.0,41.5792,1,0.0,0.0,1
1189,0,3,1,2,0,7,30.272590361445783,21.6792,2,0.0,0.0,2
1190,0,1,1,0,0,7,30.0,45.5,2,0.0,1.0,1
1191,0,3,1,0,0,7,29.0,7.8542,2,0.0,1.0,1
1192,0,3,1,0,0,7,32.0,7.775,2,0.0,1.0,1
1193,0,2,1,0,0,3,30.272590361445783,15.0458,2,0.0,0.0,1
1194,0,2,1,0,1,7,43.0,21.0,2,0.0,1.0,2
1195,0,3,1,0,0,7,24.0,8.6625,2,0.0,1.0,1
1196,1,3,0,0,0,7,30.272590361445783,7.75,1,1.0,0.0,1
1197,1,1,0,1,1,1,64.0,26.55,3,0.0,1.0,1
1198,0,1,1,1,2,2,30.0,151.55,2,0.0,1.0,2
1199,0,3,1,0,1,7,0.83,9.35,0,0.0,1.0,1
1200,0,1,1,1,1,1,55.0,93.5,2,0.0,1.0,2
1201,1,3,0,1,0,7,45.0,14.1083,3,0.0,1.0,1
1202,0,3,1,0,0,7,18.0,8.6625,2,0.0,1.0,1
1203,0,3,1,0,0,7,22.0,7.225,2,0.0,0.0,1
1204,0,3,1,0,0,7,30.272590361445783,7.575,2,0.0,1.0,1
1205,1,3,0,0,0,7,37.0,7.75,1,1.0,0.0,1
1206,1,1,0,0,0,2,55.0,135.6333,3,0.0,0.0,1
1207,1,3,0,0,0,7,17.0,7.7333,1,1.0,0.0,1
1208,0,1,1,1,0,1,57.0,146.5208,2,0.0,0.0,1
1209,0,2,1,0,0,7,19.0,10.5,2,0.0,1.0,1
1210,0,3,1,0,0,7,27.0,7.8542,2,0.0,1.0,1
1211,0,2,1,2,0,7,22.0,31.5,2,0.0,1.0,3
1212,0,3,1,0,0,7,26.0,7.775,2,0.0,1.0,1
1213,0,3,1,0,0,5,25.0,7.2292,2,0.0,0.0,1
1214,0,2,1,0,0,5,26.0,13.0,2,0.0,1.0,1
1215,0,1,1,0,0,7,33.0,26.55,2,0.0,1.0,1
1216,1,1,0,0,0,7,39.0,211.3375,1,0.0,1.0,1
1217,0,3,1,0,0,7,23.0,7.05,2,0.0,1.0,1
1218,1,2,0,2,1,5,12.0,39.0,1,0.0,1.0,2
1219,0,1,1,0,0,7,46.0,79.2,2,0.0,0.0,1
1220,0,2,1,1,0,7,29.0,26.0,2,0.0,1.0,1
1221,0,2,1,0,0,7,21.0,13.0,2,0.0,1.0,1
1222,1,2,0,0,2,7,48.0,36.75,3,0.0,1.0,2
1223,0,1,1,0,0,0,39.0,29.7,2,0.0,0.0,1
1224,0,3,1,0,0,7,30.272590361445783,7.225,2,0.0,0.0,1
1225,1,3,0,1,1,7,19.0,15.7417,3,0.0,0.0,1
1226,0,3,1,0,0,7,27.0,7.8958,2,0.0,1.0,1
1227,0,1,1,0,0,2,30.0,26.0,2,0.0,1.0,1
1228,0,2,1,0,0,7,32.0,13.0,2,0.0,1.0,1
1229,0,3,1,0,2,7,39.0,7.2292,2,0.0,0.0,1
1230,0,2,1,0,0,7,25.0,31.5,2,0.0,1.0,3
1231,0,3,1,0,0,7,30.272590361445783,7.2292,0,0.0,0.0,1
1232,0,2,1,0,0,7,18.0,10.5,2,0.0,1.0,1
1233,0,3,1,0,0,7,32.0,7.5792,2,0.0,1.0,1
1234,0,3,1,1,9,7,30.272590361445783,69.55,2,0.0,1.0,4
1235,1,1,0,0,1,1,58.0,512.3292,3,0.0,0.0,1
1236,0,3,1,1,1,7,30.272590361445783,14.5,0,0.0,1.0,2
1237,1,3,0,0,0,7,16.0,7.65,1,0.0,1.0,1
1238,0,2,1,0,0,7,26.0,13.0,2,0.0,1.0,1
1239,1,3,0,0,0,7,38.0,7.2292,3,0.0,0.0,1
1240,0,2,1,0,0,7,24.0,13.5,2,0.0,1.0,1
1241,1,2,0,0,0,7,31.0,21.0,1,0.0,1.0,1
1242,1,1,0,0,1,3,45.0,63.3583,3,0.0,0.0,1
1243,0,2,1,0,0,7,25.0,10.5,2,0.0,1.0,1
1244,0,2,1,0,0,7,18.0,73.5,2,0.0,1.0,2
1245,0,2,1,1,2,7,49.0,65.0,2,0.0,1.0,3
1246,1,3,0,1,2,7,0.17,20.575,1,0.0,1.0,2
1247,0,1,1,0,0,4,50.0,26.0,2,0.0,1.0,1
1248,1,1,0,2,0,2,59.0,51.4792,3,0.0,1.0,1
1249,0,3,1,0,0,7,30.272590361445783,7.8792,2,0.0,1.0,1
1250,0,3,1,0,0,7,30.272590361445783,7.75,2,1.0,0.0,1
1251,1,3,0,1,0,7,30.0,15.55,3,0.0,1.0,1
1252,0,3,1,8,2,7,14.5,69.55,0,0.0,1.0,4
1253,1,2,0,1,1,7,24.0,37.0042,3,0.0,0.0,1
1254,1,2,0,0,0,7,31.0,21.0,3,0.0,1.0,2
1255,0,3,1,0,0,7,27.0,8.6625,2,0.0,1.0,1
1256,1,1,0,1,0,4,25.0,55.4417,3,0.0,0.0,1
1257,1,3,0,1,9,7,30.272590361445783,69.55,3,0.0,1.0,4
1258,0,3,1,1,0,7,30.272590361445783,14.4583,2,0.0,0.0,1
1259,1,3,0,0,0,7,22.0,39.6875,1,0.0,1.0,1
1260,1,1,0,0,1,7,45.0,59.4,3,0.0,0.0,2
1261,0,2,1,0,0,7,29.0,13.8583,2,0.0,0.0,1
1262,0,2,1,1,0,7,21.0,11.5,2,0.0,1.0,1
1263,1,1,0,0,0,4,31.0,134.5,1,0.0,0.0,3
1264,0,1,1,0,0,1,49.0,0.0,2,0.0,1.0,1
1265,0,2,1,0,0,7,44.0,13.0,2,0.0,1.0,1
1266,1,1,0,1,1,0,54.0,81.8583,3,0.0,1.0,2
1267,1,1,0,0,0,7,45.0,262.375,1,0.0,0.0,5
1268,1,3,0,2,0,7,22.0,8.6625,1,0.0,1.0,1
1269,0,2,1,0,0,7,21.0,11.5,2,0.0,1.0,1
1270,0,1,1,0,0,2,55.0,50.0,2,0.0,1.0,1
1271,0,3,1,4,2,7,5.0,31.3875,0,0.0,1.0,3
1272,0,3,1,0,0,7,30.272590361445783,7.75,2,1.0,0.0,1
1273,0,3,1,0,0,7,26.0,7.8792,2,1.0,0.0,1
1274,1,3,0,0,0,7,30.272590361445783,14.5,3,0.0,1.0,1
1275,1,3,0,1,0,7,19.0,16.1,3,0.0,1.0,1
1276,0,2,1,0,0,7,30.272590361445783,12.875,2,0.0,1.0,1
